Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,OnTimeDelivery
C,Ship,4,5,134,7,medium,M,24,5001,1
F,Ship,6,4,152,10,medium,M,25,6963,0
D,Ship,4,4,264,6,low,F,21,6354,1
C,Road,7,4,182,6,high,F,18,5009,1
C,Flight,6,3,184,4,low,F,9,6630,0
D,Road,6,2,180,8,high,F,41,4359,0
F,Road,3,3,296,6,low,M,30,6145,1
A,Ship,2,1,190,3,medium,M,30,2818,0
D,Ship,3,5,231,10,low,F,35,6384,1
D,Ship,4,5,240,6,low,M,65,6942,0
D,Flight,2,5,125,8,high,F,31,4908,0
C,Flight,6,4,183,8,medium,F,62,4998,1
B,Road,4,5,147,9,low,M,22,6056,1
A,Flight,5,4,256,5,low,F,49,6939,0
F,Ship,4,1,96,8,high,M,64,5714,1
F,Flight,2,3,259,4,high,F,43,5848,1
B,Flight,2,3,104,10,low,F,57,1418,1
D,Flight,6,3,98,9,low,F,56,4959,1
A,Flight,7,4,234,10,low,F,36,5613,1
F,Ship,5,2,52,3,low,F,64,3265,0
F,Ship,6,2,71,5,medium,F,17,7689,1
D,Road,5,1,84,2,medium,M,4,6865,0
B,Road,5,2,77,9,low,M,25,3811,1
A,Road,6,1,282,5,low,F,32,4795,0
B,Flight,4,5,219,5,low,M,41,4575,0
B,Flight,3,3,189,8,low,F,26,3090,0
A,Ship,5,4,296,7,low,F,53,5891,1
A,Road,2,1,178,4,medium,F,23,2601,0
F,Ship,6,4,149,9,low,M,2,5466,1
F,Road,7,4,271,3,medium,M,38,6027,1
A,Road,4,3,166,2,low,F,11,5128,1
C,Road,5,5,296,3,medium,F,32,827,0
F,Flight,7,5,72,10,medium,M,21,7621,1
C,Road,4,2,150,6,medium,M,34,1049,0
A,Road,6,5,77,6,medium,M,13,4921,0
F,Flight,7,3,162,7,low,M,25,3713,1
B,Road,2,4,166,4,medium,F,53,1130,0
A,Flight,5,1,246,2,medium,M,40,6289,0
D,Flight,5,1,213,9,medium,M,44,5057,1
C,Ship,7,5,174,8,low,F,30,4858,0
A,Flight,4,2,103,9,low,F,16,6903,1
A,Flight,6,1,224,10,low,M,59,5996,0
F,Flight,3,2,105,3,low,F,3,2316,0
F,Road,5,1,59,6,low,F,9,6540,0
F,Ship,2,2,182,3,low,F,8,1926,1
D,Road,5,2,191,9,medium,M,60,3742,0
F,Flight,5,4,201,5,medium,F,21,2897,1
A,Flight,3,3,240,5,low,F,20,7587,1
F,Ship,3,1,77,9,low,F,22,6416,0
B,Ship,6,5,70,8,medium,F,60,5078,0
F,Flight,5,3,286,2,medium,M,11,5268,1
D,Flight,5,4,292,8,medium,M,16,6427,1
B,Road,4,4,281,4,high,M,54,7690,0
A,Flight,4,4,125,6,medium,M,20,6129,0
A,Road,7,5,69,9,medium,M,53,5066,0
C,Ship,7,1,239,7,low,M,46,4913,1
B,Road,2,1,164,9,medium,F,40,2227,1
C,Flight,2,2,145,6,high,M,14,600,0
B,Road,4,2,100,10,low,M,58,7274,1
B,Road,7,2,151,7,medium,F,14,4893,1
D,Ship,2,5,89,10,low,M,28,6439,1
C,Road,5,3,283,5,high,F,10,4945,1
D,Flight,7,1,134,3,medium,F,28,7491,1
B,Road,3,2,130,9,low,M,55,2674,1
A,Road,7,5,242,6,high,M,52,1300,1
B,Road,5,5,164,3,high,F,2,4942,1
D,Flight,4,2,157,7,low,F,12,3965,0
C,Road,6,4,205,4,low,F,37,7815,0
C,Flight,6,4,231,2,medium,F,10,562,0
D,Road,4,4,51,7,medium,F,22,4593,0
C,Ship,5,2,258,9,high,F,55,1991,1
F,Ship,2,5,280,2,low,F,16,4738,1
A,Ship,7,5,63,4,medium,M,8,6361,1
A,Flight,7,1,63,7,medium,F,27,1794,0
A,Flight,2,4,93,4,low,M,18,7474,0
C,Flight,6,2,289,8,high,M,3,1442,1
C,Road,4,1,259,7,medium,M,46,4996,1
B,Flight,4,5,89,10,medium,F,46,1777,0
B,Flight,3,1,83,7,low,M,30,3876,1
A,Flight,6,4,284,8,medium,F,4,7144,1
F,Flight,4,3,114,3,medium,F,32,6399,1
B,Ship,3,4,283,5,medium,M,47,3793,1
B,Road,2,4,67,6,high,F,31,4237,1
C,Ship,6,2,161,3,low,M,58,4716,1
F,Road,6,3,83,8,low,F,63,2403,0
A,Road,4,3,136,5,medium,M,46,2892,1
B,Ship,4,3,226,10,medium,M,8,1952,1
F,Flight,5,5,129,9,medium,M,34,5572,0
F,Ship,2,1,260,10,low,F,46,937,1
A,Road,2,5,278,9,medium,F,16,3566,0
F,Road,7,3,173,6,medium,F,0,6196,0
F,Flight,3,2,232,10,low,F,54,1509,1
F,Ship,3,4,111,6,low,M,10,3634,1
B,Road,5,4,177,9,low,M,32,7181,1
A,Ship,7,5,119,5,low,M,55,4278,0
F,Flight,2,5,201,6,low,M,63,1768,1
F,Flight,3,2,258,5,low,M,57,4654,1
B,Road,2,4,97,3,medium,F,19,2157,1
A,Flight,2,5,129,5,low,F,17,4894,1
C,Road,7,1,88,6,medium,F,44,1643,1
B,Road,3,5,225,7,low,M,42,2686,1
A,Flight,4,5,282,5,low,F,19,7074,0
F,Flight,4,3,296,5,high,M,56,1423,1
A,Ship,7,1,119,7,medium,M,26,4367,0
A,Ship,3,1,129,8,low,M,17,4817,1
A,Road,5,2,58,8,low,M,16,918,0
C,Ship,6,3,78,5,low,F,59,2938,0
A,Road,7,1,245,6,medium,M,4,5716,0
C,Flight,2,3,237,4,low,F,5,3555,1
F,Flight,7,3,203,6,low,F,14,4110,1
C,Ship,6,4,167,6,medium,M,38,592,0
F,Road,7,1,215,5,low,M,38,3470,1
F,Road,3,4,111,7,medium,F,20,2397,1
C,Ship,2,5,203,6,low,M,12,1618,0
B,Road,6,5,191,9,low,M,28,6818,0
D,Road,4,4,276,3,medium,M,4,5240,1
A,Flight,5,5,296,7,medium,F,20,7893,0
D,Road,7,4,226,3,low,F,8,7192,0
A,Road,7,2,92,7,low,M,43,3592,0
A,Road,6,3,137,5,low,F,61,5965,0
F,Ship,5,2,57,2,medium,F,61,3177,1
A,Ship,7,1,217,7,medium,F,61,5854,0
A,Ship,4,2,74,4,medium,M,59,5688,0
C,Road,6,2,240,8,low,F,48,2644,1
D,Road,3,5,181,4,medium,F,38,4381,1
C,Ship,2,4,64,5,low,F,40,1842,1
A,Ship,4,1,65,10,medium,F,49,4085,1
F,Road,5,5,103,8,medium,F,16,4938,1
C,Road,5,1,176,5,medium,F,52,2675,1
C,Flight,4,3,60,3,medium,M,54,5798,1
B,Ship,3,4,77,6,low,F,55,7659,1
A,Road,7,5,56,9,high,F,0,7504,0
F,Ship,3,2,163,3,low,M,64,2966,1
C,Ship,7,3,177,10,low,F,63,893,1
C,Ship,7,2,87,6,low,M,51,7578,1
F,Flight,5,1,201,7,medium,M,14,6228,0
A,Road,7,3,272,8,medium,F,1,4371,0
B,Road,4,5,117,10,low,M,11,2781,1
C,Ship,7,2,86,8,low,M,44,4632,1
B,Road,4,2,169,5,low,F,56,7114,1
D,Flight,2,1,84,6,high,F,41,6580,1
A,Ship,5,1,183,4,medium,F,1,3076,0
D,Flight,3,4,159,2,low,M,61,865,0
D,Flight,6,4,210,4,high,M,33,7191,1
D,Road,3,1,165,2,low,M,16,4750,0
A,Road,3,4,273,6,medium,M,40,547,0
A,Flight,6,2,159,8,low,M,64,6810,0
F,Road,5,1,151,10,low,M,14,6580,0
B,Flight,7,3,148,5,low,M,37,7065,0
B,Flight,2,1,258,2,medium,M,64,1409,1
F,Ship,3,5,231,8,high,M,8,1975,0
F,Flight,7,5,273,4,medium,F,41,2515,0
D,Flight,3,1,191,2,medium,M,65,6088,1
F,Road,5,3,196,5,high,F,50,6430,0
C,Ship,5,1,265,10,medium,F,18,2149,0
B,Road,4,3,280,7,low,F,30,1909,0
F,Ship,5,2,188,7,high,F,65,3437,0
C,Road,5,2,120,8,medium,M,31,3660,0
C,Flight,3,3,222,2,low,M,7,921,0
C,Ship,2,4,237,6,medium,F,31,5294,1
C,Ship,3,2,137,5,low,F,46,3235,0
D,Ship,7,5,296,5,low,M,7,2881,1
C,Ship,5,1,294,8,low,M,33,7808,1
D,Road,4,4,235,3,low,F,3,2719,1
D,Road,2,5,137,6,low,M,35,6150,1
C,Ship,4,1,127,8,medium,F,43,5503,1
B,Ship,6,5,201,4,low,M,24,2607,0
C,Ship,4,4,60,3,medium,M,25,6290,1
C,Road,4,3,249,2,high,F,32,7189,0
C,Ship,7,1,176,6,medium,F,8,7324,1
B,Ship,5,5,221,6,medium,M,46,5514,1
A,Ship,7,5,128,5,low,F,16,3004,1
A,Road,5,4,283,9,medium,M,14,6403,0
D,Flight,7,4,295,3,medium,M,41,5323,1
D,Flight,5,4,243,5,low,M,53,5848,1
B,Road,5,3,265,6,low,M,12,786,0
F,Flight,5,2,222,10,medium,F,49,2474,0
A,Ship,4,5,123,4,medium,M,43,3923,1
D,Ship,6,3,209,2,medium,F,2,2408,0
A,Road,5,5,66,5,medium,F,52,5789,1
B,Road,6,3,298,7,medium,F,55,3850,0
B,Flight,6,1,298,8,low,M,53,2201,1
F,Flight,3,2,231,5,low,M,56,3415,0
F,Ship,3,5,187,5,medium,F,11,5971,0
B,Road,2,4,263,7,low,F,58,4083,1
D,Flight,7,2,55,2,low,F,64,5514,0
A,Flight,3,5,268,6,low,F,36,3817,1
C,Ship,5,1,197,4,medium,F,19,4938,0
F,Ship,6,5,50,9,medium,F,36,5869,1
C,Ship,7,5,113,6,low,F,30,7764,1
D,Ship,2,5,258,8,high,F,24,1906,0
F,Flight,3,2,50,9,low,M,49,1009,1
C,Road,4,5,150,9,high,M,48,7132,1
D,Road,7,4,238,3,high,M,7,1421,0
A,Ship,2,3,256,3,medium,M,34,5878,1
D,Ship,5,4,296,6,low,M,12,3572,0
F,Flight,7,1,50,4,low,M,20,2496,0
B,Ship,6,2,258,2,medium,M,23,6862,1
A,Road,5,3,223,9,low,M,47,1957,0
C,Ship,5,2,158,7,medium,M,32,3086,1
F,Road,7,2,109,4,high,F,0,4895,0
B,Ship,4,5,92,9,high,M,2,6985,0
D,Ship,4,4,221,2,low,F,13,1214,0
B,Road,7,3,87,4,low,F,13,4226,1
F,Flight,7,5,156,10,low,M,48,1617,1
F,Flight,7,3,51,7,low,F,32,5829,0
B,Ship,6,4,131,2,low,M,3,4639,0
D,Ship,3,5,189,10,low,F,37,971,0
B,Road,5,3,270,8,low,M,24,1875,1
F,Road,7,5,200,2,low,M,46,2761,1
F,Ship,3,2,160,2,medium,M,12,3768,0
C,Road,6,1,58,6,medium,M,38,4920,0
C,Flight,5,3,185,5,medium,F,24,2185,1
A,Flight,3,4,227,9,medium,M,42,7601,0
F,Road,5,3,129,3,low,M,37,7651,0
C,Road,4,1,111,7,high,F,34,1380,0
B,Road,7,3,72,9,low,F,54,4518,1
D,Flight,4,3,294,2,medium,M,49,6810,0
B,Ship,2,3,142,4,low,M,33,6025,0
D,Road,6,4,108,2,high,M,24,6010,0
C,Road,7,1,59,8,high,M,41,5157,0
A,Road,3,1,189,2,low,F,50,1776,0
B,Ship,5,4,239,10,high,M,36,6569,1
B,Road,2,3,174,9,medium,M,65,3272,0
B,Road,6,3,165,4,medium,M,33,6614,0
D,Flight,6,1,253,5,low,M,37,4413,0
C,Road,6,3,207,10,low,F,30,7269,0
B,Flight,3,2,123,7,high,F,25,7295,1
B,Ship,7,3,255,6,low,M,25,3505,0
A,Road,4,3,245,6,high,M,62,3928,1
A,Road,2,5,224,2,low,M,47,1226,0
C,Flight,3,1,261,2,low,F,9,7577,1
C,Ship,5,1,90,4,medium,M,35,7662,1
F,Ship,3,2,152,3,low,M,39,1216,0
A,Flight,5,2,56,2,high,F,25,6198,0
F,Ship,5,2,143,6,low,F,8,6585,0
D,Ship,6,1,165,4,low,M,52,2129,1
F,Ship,3,5,154,8,medium,F,52,4124,1
B,Ship,4,5,265,9,medium,M,38,7350,0
F,Ship,5,4,251,7,high,F,60,885,1
C,Ship,6,1,101,6,low,M,51,2348,1
D,Ship,4,4,94,6,low,F,41,1838,1
B,Ship,3,3,87,2,medium,F,50,6545,1
F,Road,4,2,213,7,low,M,2,688,1
D,Flight,3,4,130,7,low,F,12,5455,0
D,Ship,5,4,134,4,medium,F,12,1768,1
B,Flight,2,1,107,5,low,F,60,4260,1
F,Ship,2,2,95,5,low,M,23,1188,1
D,Ship,7,2,172,7,low,F,19,3291,0
D,Road,7,5,244,9,medium,M,54,2517,0
A,Flight,5,4,242,10,low,F,34,3410,0
D,Flight,4,5,195,10,low,M,29,644,1
A,Road,3,4,179,6,low,F,32,7356,0
F,Road,2,1,153,9,high,F,40,1031,1
F,Flight,3,1,161,9,low,M,65,1856,1
F,Ship,5,3,181,5,low,F,48,2510,1
C,Ship,4,4,145,5,low,M,7,5591,1
F,Flight,3,4,132,4,low,M,2,2671,1
D,Ship,4,2,261,6,low,M,64,7725,1
B,Road,2,2,219,9,medium,F,1,6391,0
A,Road,3,5,98,9,medium,M,40,2126,1
C,Road,6,3,226,10,medium,M,52,6715,1
F,Flight,2,1,166,2,low,M,15,947,1
F,Flight,4,4,184,5,low,F,8,3196,0
B,Flight,5,5,58,7,low,F,38,1224,0
B,Ship,6,3,248,6,low,F,63,1302,1
C,Flight,7,2,76,5,low,M,35,7024,0
A,Flight,3,3,198,4,medium,M,22,655,0
F,Road,7,5,84,3,low,F,46,7310,0
C,Ship,2,1,137,10,low,F,48,6821,0
D,Ship,3,2,273,4,medium,F,54,6304,1
D,Road,3,2,253,5,low,M,9,6101,0
C,Ship,6,1,264,2,high,F,62,769,1
F,Flight,6,2,213,2,high,F,25,4112,1
C,Ship,6,5,290,10,low,F,47,6753,0
F,Road,6,2,142,5,high,F,29,815,1
B,Ship,5,4,116,5,low,M,1,5776,1
C,Road,4,3,92,7,high,F,28,4652,1
F,Flight,6,5,57,3,high,F,53,4841,0
C,Flight,2,1,275,7,medium,F,31,6508,1
C,Road,3,5,170,8,low,F,37,1328,0
F,Flight,7,4,127,2,medium,M,20,4808,1
F,Flight,6,2,85,9,medium,F,26,4271,0
A,Ship,2,2,176,7,low,M,33,4708,0
C,Flight,5,5,97,10,high,M,22,821,0
D,Road,2,2,223,5,high,M,38,5670,1
C,Flight,7,2,209,3,high,M,44,1021,1
C,Ship,7,4,184,10,medium,F,62,3403,0
F,Road,2,1,123,9,low,M,7,4174,0
C,Flight,5,3,189,3,medium,M,6,550,0
C,Flight,7,5,104,9,medium,M,29,2790,1
D,Flight,5,1,281,9,low,F,11,851,0
F,Road,3,3,72,6,low,M,19,5088,1
C,Ship,6,1,252,8,low,M,63,3530,1
B,Road,7,5,229,8,low,F,28,3235,1
A,Road,2,4,62,5,low,F,54,4652,0
D,Ship,4,4,253,7,medium,M,11,2983,1
C,Road,4,4,248,7,low,M,21,2783,0
B,Road,3,1,102,7,low,F,22,4311,0
C,Flight,4,5,112,10,low,F,47,2860,0
C,Road,3,2,285,3,medium,F,44,3400,0
F,Flight,6,2,123,9,high,M,25,1353,0
F,Road,3,4,248,9,low,M,27,5322,0
F,Flight,5,1,100,2,low,M,54,3433,0
B,Flight,5,2,235,3,medium,F,1,3583,0
C,Flight,5,1,204,5,low,M,27,5056,0
A,Ship,7,5,56,6,low,M,52,7445,0
D,Road,5,4,168,6,medium,M,13,6092,1
F,Road,5,3,99,7,low,M,45,2997,1
F,Road,5,4,201,8,low,F,19,5020,1
C,Ship,5,3,136,2,high,F,34,7152,0
C,Flight,7,2,202,8,low,F,47,5289,1
B,Road,5,3,93,7,low,M,42,4459,1
B,Ship,5,1,85,6,low,M,19,6994,1
F,Ship,6,3,234,7,low,F,55,4997,1
C,Road,7,2,146,9,low,F,2,1475,0
A,Flight,5,2,214,7,low,M,10,3009,0
D,Ship,3,4,283,6,high,M,61,6484,0
C,Road,6,2,152,7,medium,M,60,7969,0
C,Flight,7,1,229,10,low,M,57,2298,0
B,Ship,4,3,174,2,low,F,28,2457,0
D,Ship,2,5,240,4,low,M,37,3335,0
F,Road,7,2,56,4,low,F,21,1399,1
C,Road,6,3,143,10,low,F,40,510,1
F,Flight,5,4,237,4,medium,F,62,5369,1
C,Road,6,5,272,7,medium,M,37,741,0
F,Road,2,4,170,10,high,M,49,3194,1
D,Flight,2,1,158,6,medium,F,6,7712,0
B,Road,7,4,287,10,low,M,23,2577,1
D,Flight,5,3,86,10,medium,F,45,1039,1
A,Flight,5,5,70,7,low,F,24,2905,1
B,Flight,3,4,147,9,low,M,28,2262,1
D,Road,2,4,95,10,medium,M,21,4139,1
A,Flight,5,1,70,10,low,F,8,1652,1
C,Road,2,3,281,9,medium,M,48,2891,0
C,Flight,3,4,261,5,medium,F,35,3887,0
F,Road,4,3,147,9,medium,M,4,931,1
B,Flight,2,2,121,3,low,M,3,527,1
C,Ship,3,1,145,4,medium,M,23,682,1
B,Ship,3,1,101,10,high,M,40,6980,1
C,Ship,3,1,271,5,medium,F,13,2635,1
F,Flight,6,3,78,3,medium,F,11,5394,0
D,Road,7,4,118,4,high,F,43,4487,0
F,Flight,5,4,271,8,low,M,8,1966,0
A,Flight,2,3,253,10,low,M,65,6160,1
C,Flight,7,3,216,8,medium,F,37,4367,0
A,Flight,6,2,76,9,medium,F,56,2369,1
A,Road,2,5,294,4,low,F,46,2973,1
B,Flight,7,5,254,8,low,M,54,5299,1
C,Ship,6,1,160,2,low,F,1,4463,0
A,Ship,5,4,187,7,medium,F,17,1165,0
D,Ship,3,1,85,4,low,F,65,6108,1
A,Flight,7,4,144,3,low,M,56,4467,0
D,Road,7,4,65,5,low,M,63,735,1
B,Road,2,2,280,10,low,F,26,7678,1
A,Road,3,3,286,7,low,M,52,6275,0
F,Flight,5,3,213,10,low,M,58,1943,1
B,Road,2,3,139,9,medium,F,28,5904,0
D,Ship,4,5,157,6,medium,M,13,3918,0
B,Road,4,3,133,9,low,M,42,1423,1
A,Flight,4,5,211,3,low,F,28,4179,1
C,Flight,5,1,214,9,high,F,56,910,1
C,Road,4,5,249,2,low,F,32,766,0
D,Flight,7,4,117,4,high,M,20,7328,1
D,Road,2,2,108,8,low,F,40,3771,0
C,Road,7,2,206,5,low,F,0,3499,1
D,Ship,4,4,80,8,low,M,26,3236,0
B,Flight,2,1,115,2,low,M,1,7464,0
F,Ship,7,2,138,8,low,M,63,2910,0
F,Flight,5,4,279,4,low,M,50,2871,0
B,Road,3,2,52,3,high,M,53,6055,0
F,Flight,7,5,287,10,low,M,29,1644,0
A,Road,6,2,283,3,medium,M,0,3775,0
B,Flight,4,5,156,4,low,M,28,5267,1
D,Ship,6,5,118,4,medium,M,12,2734,1
B,Ship,3,2,71,5,high,F,42,7359,0
C,Road,5,2,129,8,low,M,40,5350,0
D,Ship,7,5,250,8,medium,F,57,6323,1
C,Road,5,2,102,10,low,M,13,7467,1
D,Road,3,1,225,9,low,F,40,6575,0
F,Road,6,3,250,7,medium,M,53,1420,0
B,Flight,7,3,290,7,medium,F,5,2251,1
A,Road,4,4,125,6,medium,M,45,4679,1
D,Ship,2,3,224,3,low,M,0,4901,0
D,Flight,5,1,91,7,low,F,28,4829,1
C,Ship,3,3,53,7,low,F,25,1530,1
F,Road,7,3,162,6,low,M,57,6483,1
C,Road,6,1,259,7,low,M,2,5222,1
C,Ship,4,5,259,6,low,M,59,5113,1
F,Flight,6,3,91,5,medium,M,13,4806,0
A,Ship,4,4,220,4,low,M,22,2087,0
C,Road,7,3,294,2,low,M,61,7301,1
C,Flight,2,3,146,5,low,M,9,6399,0
D,Road,2,1,219,10,medium,M,3,3294,1
F,Road,3,1,175,8,low,F,38,1122,1
B,Ship,3,4,52,8,low,F,33,5272,1
A,Road,4,2,236,8,low,F,24,5885,1
A,Ship,4,1,279,5,low,M,51,2378,0
F,Flight,4,2,130,8,medium,M,14,7621,0
D,Road,4,4,253,3,low,F,11,4616,1
D,Road,7,3,188,9,low,F,0,7593,1
F,Flight,7,3,130,9,medium,M,8,1506,0
D,Ship,2,2,212,10,medium,M,58,6505,0
A,Road,3,4,154,6,low,M,13,4224,0
A,Flight,3,4,227,9,low,F,30,4533,0
B,Road,5,1,240,3,low,F,52,2801,0
F,Ship,3,2,173,9,low,F,62,6197,1
C,Ship,3,1,247,10,low,M,9,3350,0
C,Ship,6,2,148,7,high,M,42,3427,0
B,Ship,6,1,55,7,low,F,17,2645,1
B,Flight,5,1,81,5,medium,M,58,732,0
D,Road,4,4,60,9,medium,F,22,5053,0
B,Flight,5,4,92,8,low,F,45,600,1
B,Ship,5,3,88,10,medium,M,48,6412,1
C,Ship,2,3,190,2,high,M,22,5771,0
D,Ship,7,4,62,9,medium,M,11,5576,0
B,Ship,3,4,88,9,low,M,28,4064,0
B,Road,2,1,223,10,medium,F,58,6426,0
D,Ship,7,3,211,8,medium,F,52,1237,0
F,Road,3,4,244,10,medium,F,62,4109,0
D,Ship,5,2,209,9,high,F,28,5362,1
C,Road,3,2,117,10,medium,M,2,6429,0
F,Road,4,3,153,10,medium,F,36,3354,1
A,Ship,4,2,294,2,low,F,62,4152,1
D,Flight,5,1,114,4,medium,F,22,2361,1
C,Flight,6,3,250,7,high,F,48,4435,0
F,Flight,4,4,162,8,medium,M,2,5916,0
D,Flight,5,2,291,5,high,F,21,7315,0
B,Flight,2,1,56,3,low,M,35,7163,0
D,Ship,6,4,268,5,low,M,9,6661,0
A,Ship,4,5,52,7,low,F,8,5293,1
D,Ship,5,1,135,5,low,M,55,4457,0
F,Ship,5,2,257,3,low,M,54,3188,0
F,Ship,2,1,249,10,low,F,18,6283,0
D,Ship,2,5,246,2,medium,F,32,2722,1
F,Road,6,5,98,8,high,M,19,1348,0
B,Road,7,1,107,10,low,F,34,3122,0
D,Ship,4,4,271,4,low,M,30,1413,1
B,Ship,5,4,77,7,high,M,49,525,1
B,Road,6,5,164,10,high,F,45,613,1
C,Road,6,3,204,10,medium,F,9,5841,1
D,Ship,2,3,291,5,low,F,33,5720,0
F,Road,5,4,71,9,medium,F,50,4942,0
B,Flight,3,3,143,9,low,M,38,3994,1
C,Flight,7,4,150,8,medium,M,11,6666,1
D,Flight,7,2,120,7,low,M,25,4941,1
D,Road,2,4,163,4,medium,M,1,1528,1
A,Ship,5,2,271,5,low,F,11,4609,1
A,Ship,6,5,62,10,high,M,58,1622,1
B,Ship,7,3,199,8,low,M,31,4851,1
A,Road,6,5,252,9,low,M,50,3176,0
B,Road,4,1,54,7,medium,M,10,1235,1
F,Flight,3,1,71,2,medium,F,31,5024,1
B,Road,2,5,256,10,low,F,63,5047,1
A,Flight,7,4,176,4,low,F,44,1033,1
F,Flight,4,4,102,4,low,M,53,7780,1
A,Ship,4,3,88,10,low,M,5,6164,1
B,Road,3,5,86,5,low,F,25,4352,0
C,Ship,2,1,80,9,medium,F,7,827,1
D,Ship,2,5,111,5,medium,M,7,2137,0
A,Road,6,5,270,3,high,M,37,929,0
B,Road,2,3,152,6,low,M,7,4796,1
F,Flight,4,4,130,4,low,M,16,1453,1
A,Flight,6,1,176,5,high,M,2,6751,1
A,Flight,2,3,282,4,low,F,40,5007,0
D,Flight,3,1,55,2,low,F,52,4724,0
B,Ship,4,1,154,5,low,F,61,6786,1
C,Ship,5,4,130,10,low,F,52,3450,1
F,Road,3,4,211,8,low,M,58,3972,0
B,Flight,3,3,136,7,medium,M,22,4031,0
F,Flight,2,2,101,10,low,M,46,3882,1
A,Flight,6,3,207,5,low,F,34,2482,0
D,Ship,6,3,62,7,high,F,13,2666,1
D,Road,4,2,235,4,low,M,64,1744,1
C,Ship,2,1,271,4,medium,F,48,6443,1
D,Road,6,5,290,9,medium,M,35,7681,1
A,Road,7,2,102,6,low,M,0,2112,1
C,Ship,5,5,197,9,medium,F,21,4712,0
B,Ship,7,1,183,10,medium,F,34,3627,1
D,Road,2,2,104,3,medium,M,2,7571,0
C,Ship,2,4,208,8,low,F,11,6365,1
A,Ship,6,3,108,3,low,F,36,4720,0
F,Road,3,2,196,8,medium,F,57,2408,1
F,Road,2,2,247,4,medium,F,11,6668,0
A,Flight,3,1,147,9,medium,F,1,5003,0
A,Ship,4,4,205,5,low,F,64,5504,1
F,Road,4,2,299,10,low,F,57,6736,0
C,Ship,6,4,190,5,high,F,59,6801,0
F,Ship,4,5,229,3,low,F,40,1742,0
A,Road,7,2,123,5,low,M,34,4090,1
D,Flight,7,4,110,6,medium,F,10,4736,1
B,Road,7,3,218,9,low,M,51,3194,0
D,Road,6,1,94,4,low,M,51,6230,0
D,Ship,6,4,184,10,low,M,61,1209,1
A,Flight,7,1,259,10,low,F,62,2057,0
F,Road,3,2,135,4,low,F,14,1326,0
C,Ship,7,2,63,9,low,F,39,2945,0
D,Road,3,5,85,7,low,M,8,6149,0
F,Ship,4,1,57,7,low,F,16,5667,1
C,Road,3,3,61,3,high,M,22,592,1
D,Flight,2,3,217,9,high,F,57,525,1
C,Road,5,4,289,8,medium,F,50,3610,1
F,Ship,2,3,274,3,medium,F,56,4760,1
B,Road,2,1,265,5,medium,M,15,5043,1
F,Flight,6,2,155,6,low,M,44,3429,0
A,Flight,5,1,280,10,low,F,60,992,0
C,Flight,6,1,239,3,low,F,11,5041,1
B,Flight,3,2,191,8,high,M,5,5263,0
C,Ship,7,1,226,6,medium,M,3,6526,0
C,Road,3,3,100,3,high,F,34,3972,0
D,Flight,5,4,239,4,low,M,46,5375,0
A,Road,4,4,54,6,medium,M,18,7183,0
C,Ship,3,1,260,2,medium,F,26,5835,1
F,Road,2,2,244,8,low,F,10,5650,1
F,Road,5,5,50,2,medium,F,58,7640,0
D,Flight,5,1,153,7,low,F,40,3499,0
A,Flight,3,1,154,7,low,M,42,7140,1
A,Ship,3,5,150,2,medium,F,27,1779,1
F,Road,6,4,177,8,low,M,62,3755,1
B,Ship,6,4,146,9,high,F,44,5008,0
D,Ship,2,5,98,4,low,M,23,1400,1
D,Ship,5,2,298,2,low,F,63,2154,1
F,Flight,4,1,287,3,low,M,38,2416,0
F,Flight,4,3,194,2,high,F,44,4736,1
B,Road,5,4,250,10,medium,F,60,2976,0
B,Road,2,4,144,5,low,F,42,4156,0
A,Road,6,4,84,8,medium,F,41,7058,0
D,Flight,6,2,244,6,low,F,40,5066,0
D,Flight,6,5,62,10,low,F,46,5486,1
F,Ship,4,2,165,10,high,F,42,3203,1
A,Flight,4,4,214,7,high,F,22,5575,0
D,Ship,2,1,87,6,low,M,31,1768,0
A,Ship,4,4,127,2,low,F,56,5755,1
A,Flight,3,1,183,5,high,M,37,3235,0
F,Ship,4,1,299,6,low,F,14,3268,0
A,Ship,6,4,270,10,high,F,27,5811,1
B,Road,2,4,112,3,medium,F,12,6949,1
B,Ship,5,1,298,3,medium,M,34,4742,1
C,Flight,5,2,226,4,medium,M,1,5662,0
F,Flight,2,2,58,4,medium,M,60,2520,0
C,Ship,3,2,213,8,low,M,64,864,0
B,Road,5,3,72,2,low,M,40,6222,0
C,Flight,6,1,128,3,medium,F,3,5954,0
F,Flight,5,3,167,2,low,M,52,5800,1
F,Road,5,3,234,10,medium,M,13,3746,0
A,Ship,6,1,227,10,low,M,16,7449,0
D,Flight,4,3,288,4,low,M,13,556,0
A,Ship,3,1,108,4,low,M,40,2812,0
F,Ship,6,5,163,2,low,M,61,7500,1
B,Ship,6,5,184,6,high,M,51,1154,0
B,Ship,7,1,96,4,medium,F,26,3295,1
A,Flight,2,1,138,3,low,M,39,2062,1
F,Road,3,1,278,4,medium,M,34,1696,1
B,Flight,4,2,136,9,medium,F,58,2536,0
F,Road,7,1,124,9,high,F,48,4601,0
B,Ship,6,4,233,2,medium,F,62,4122,0
F,Road,7,5,287,3,low,F,10,2563,0
C,Ship,4,5,185,2,low,M,5,5363,0
